"eISBN13","Print ISBN13","Title","Subtitle","Publisher","Imprint","Publication Date","On Sale Date / Embargo Date","Series Name","Series Number","Edition Number","Edition Description","BISAC Code","BIC Code","LC Classification","Dewey Decimal Code","Language","Page Count","Content Description","Copyright date","Contributor 1","Contributor Role 1","Contributor 2","Contributor Role 2","Contributor 3","Contributor Role 3","Exclusive Rights Countries","Non-Exclusive Rights Countries","Exclusive Rights Regions","Non-Exclusive Rights Regions","Not For Sale Countries","Not For Sale Regions","Price","Currency Code","Business Model","Price Type Code","Price Type Description","Discount Amount","Discount Percentage","Price Effective From","Price Effective Until","Discount Code Type Code 1","Discount Code Type Name 1","Discount Code Value 1","Discount Code Type Code 2","Discount Code Type Name 2","Discount Code Value 2","Discount Code Type Code 3","Discount Code Type Name 3","Discount Code Value 3","Countries Included","Countries Excluded","Regions Included","Regions Excluded","Asset Type"
"9781434446435","9781434441911","Fish Nets: The Second Guppy Anthology","","Wildside Press LLC","Wildside Press","20130430","20130430","","","","","FIC022050 FIC022000 FIC022010","","","","eng","196","Fish Nets: The Second Guppy Anthology, dredges up even more thrills, chills, and gills. Like its predecessor, Fish Tales, this collection of mysteries by members of Sisters in Crime's ""Guppies"" group features the best of what the mystery genre has to offer--a fresh catch of mysterious murders, police procedurals, cozy characters, and hardboiled detectives--straight from the  imaginations of some of mystery field's rising stars. Come on in, the water's fine! Don't mind the sharks...
<P>
INTRODUCTION, by Kaye George<BR>
THE WHITE FLIP-FLOP, by H.S. Stavropoulos<BR>
NETTED, by KB Inglee<BR>
DRESS FOR SUCCESS, by Diane Vallere<BR>
SNARED, by Warren Bull<BR>
REEF TOWN, by Kara Cerise<BR>
THE GIRLS IN THE FISHNET STOCKINGS, by Judith Klerman Smith<BR>
KEEPING UP APPEARANCES, by Julie Tollefson<BR>
THE HINDI HOUDINI, by Gigi Pandian<BR>
FISHING FOR JUSTICE, by Harriette Sackler<BR>
CLEAN, by Steve Shrott<BR>
INSIDE JOB, by Mysti Berry<BR>
JOHN CALVIN CAN BITE ME, by Michelle Markey Butler<BR>
FISHING FOR MURDER, by Teresa Hewitt Inge <BR>
IN SEINE, by Katharine Russell<BR>
LAWN BALLERINAS, by Beth Hinshaw<BR>
DON’T TAKE THAT CHANCE, by Kate Fellowes<BR>
THE LURE OF THE RAINBOW, by Gloria Alden<BR>
COVER STORY, by Elaine Will Sparber<BR>
THE RUNAWAY, by E. B. Davis<BR>
ROUTINE CHANGES, by Betsy Bitner<BR>
FISHY BUSINESS, by Jean Huffman<BR>
THE STONECUTTER, by Edith Maxwell","20130101","DeFelice, Ramona","Edited by","","","","","","","WORLD","","","","2.99","USD","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","WORLD","","EPUB"
"9781479428069","","Figures of Earth: A Comedy of Appearances","","Wildside Press LLC","Wildside Press","20170807","20170807","","","","Digital original","FIC009030 FIC009000","FM","","","eng","296","Figures of Earth: A Comedy of Appearances (1921) is a fantasy novel or ironic romance by James Branch Cabell, set in the imaginary French province of Poictesme during the first half of the 13th century. The book follows the earthly career of Dom Manuel the Redeemer from his origins as a swineherd, through his elevation to the rank of Count of Poictesme, to his death. It forms the second volume of Cabell's gigantic Biography of the Life of Manuel.","20170101","Cabell, James Branch","Author","","","","","AE AF AL AM AN AO AQ AR AS AT AW AX AZ BA BB BE BF BG BH BI BJ BL BO BQ BR BV BY CA CC CD CF CG CH CI CK CL CM CN CO CR CS CU CV CW CX CZ DE DJ DK DO DZ EC EE EH ER ES ET FI FM FO FR GA GD GE GF GG GH GI GL GM GN GP GQ GR GS GT GU GW HM HN HR HT HU ID IM IR IS IT JE JP KG KH KI KM KP KR KZ LA LB LI LR LT LU LV LY MA MC MD ME MF MG MH MK ML MN MO MP MQ MR MS MV MX NC NE NF NI NL NO NU OM PA PE PF PH PL PM PR PS PT PW PY QA RE RO RS RU SE SI SJ SK SM SN SR SS ST SV SX SY TC TD TF TG TH TJ TK TL TM TN TO TW UA UM US UY UZ VA VE VI VN WF YT YU","","","","","","0.99","USD","Library","01","RRP excluding tax","","","","","","","","","","","","","","AD AE AF AL AM AN AO AQ AR AS AT AW AX AZ BA BB BE BF BG BH BI BJ BL BO BQ BR BV BY CA CC CD CF CG CH CI CK CL CM CN CO CR CU CV CW CX CZ DE DJ DK DO DZ EC EE EH ER ES ET FI FM FO FR GA GD GE GF GG GH GI GL GM GN GP GQ GR GS GT GU GW HM HN HR HT HU ID IM IR IS IT JE JP KG KH KI KM KP KR KZ LA LB LI LR LT LU LV LY MA MC MD ME MF MG MH MK ML MN MO MP MQ MR MS MV MX NC NE NF NI NL NO NU OM PA PE PF PH PL PM PR PS PT PW PY QA RE RO RS RU SE SI SJ SK SM SN SR SS ST SV SX SY TC TD TF TG TH TJ TK TL TM TN TO TW UA UM US UY UZ VA VE VI VN WF YT","","","ROW","EPUB"
"9781479425631","","Views from a Jagged Orbit: Essays","","Wildside Press LLC","Wildside Press","20170317","20170317","","","","Digital original","LCO010000","DNF DNJ","","","eng","379","These are essays, indeed, but generally not the sort taught in schools -- or that I taught for forty years: not in the elegant Intro/Thesis/Proof/Conclusion tradition but more in the older tradition of Michel de Montaigne and les essais, and of satire. That is, they are ""attempts,"" explorations, and, well, also traps, where I wander around a bit in apparent innocence and then spring on readers a possibly outrageous idea, one they wouldn’t have considered for a moment if I hadn’t lulled them (you) into trusting me a bit. Some of the essays are also in the satiric tradition, where one tries for some startling combinations of learnéd language and vulgarity, short shocker sentences in the midst of some knotty convolutions.<P>
Anyway, the essays usually do come to some fairly clear, fairly serious, non-random conclusion and Views can’t be entirely without form. So my initial editor and I have arranged them into categories. The over-arching, “meta” category for most is POLITICS or POLITICS AND CULTURE: I was brought up political in Chicago and have remained true to my breeding as a thoroughly political animal, and, of course, I am a student of, and participant in, at least a couple of cultures.","20170101","Erlich, Richard D.","Author","","","","","","","WORLD","","","","5.99","SEK","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","WORLD","","EPUB"
"9781479407019","","The Fifth Western Novel MEGAPACK ®: 4 Novels of the Old West","","Wildside Press LLC","Wildside Press","20150814","20150814","","","","Digital original","FIC014000 FIC033000","FV FJW","","","eng","707","The Western Novel MEGAPACK™ series returns with its fifth rip-roaring installment! Here are four more great western novels:<P>
MANHUNT WEST, by Walker A. Tompkins ... Fleeing a posse, Cleve Logan boards a riverboat loaded with outlaws. Hands are dealt in a desperate game -- and Death will take the last trick!<P>
THE RENEGADE HILLS, by Allan K. Echols ... Saddle up -- and ride hell-bent-for-leather down the trail to a hidden valley -- but keep your guns loose in your holsters, 'cause you're riding to an outlaw showdown in the Renegade Hills!<P>
LAST-CHANCE RANGE, by Dean Owen ... Byrd Elkhart called the Territory his private range. He strung his barbed wire across forty miles of it, and the other ranchers just stood by with their tails between their legs. But then a different breed of man showed up in the person of Clay Janner, of Texas -- and he was going to drive his scrawny herd over the range even if he had to turn the whole Territory into a six-gun shambles!<P>
POWDER SMOKE, by Jackson Gregory ... ""Double pay,"" Bart Warbuck told his gunmen, ""and give hundred more to the one who gets Jeff Cody!"" -- It was as simple as that if you were Warbuck, had 30 killers on your payroll, and made the law whatever you wanted it to be. But it was hard to take if you were young Cody, and if the only gun you could rely on was the one in your belt. And if you alone could stop Bart Warbuck!<P>
If you enjoy this volume of classic Westerns, don't forget to search your favorite ebook store for ""Wildside Press Megapack"" to see the 220+ other entries in this series, including not just historical fiction, but mysteries, adventure, science fiction, fantasy, horror -- and much, much more!","20150101","Tompkins, Walter A.","Author","Echols, Allan K.","Author","Owen, Dean","Author","","","WORLD","","","","5.99","SEK","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","WORLD","","EPUB"
"9781479409884","","Australian Gothic","An Anthology of Australian Supernatural Fiction","Wildside Press LLC","Wildside Press","20130425","20130425","","","","Digital original","LCO005000 FIC024000 FIC015000","FK","","","eng","316","Australia has a long tradition of weird fiction, stretching back to colonial times. The stories in this anthology showcase the richness and variety of Australia horror and supernatural stories in the nineteenth and early twentieth centuries. Among the authors included are: Mary Fortune, Lionel Sparrow, Marcus Clarke, Guy Boothby, B. L. Farjeon, J. E. P. Muddock, Ernest Favenc, Hume Nisbet, Rosa (""Mrs. Campbell"") Praed, Fergus Hume, James Francis Dwyer, and Dulcie Deamer. Editor James Doig has unearthed a rare and compelling collection of Australian horror classics that have remained largely undisturbed in the pages of old books and periodicals. With settings that range from the Australian Outback to Europe, India, and the South Pacific, these 23 unique and imaginative tales feature horrors and hauntings that are sure to appeal to lovers of the macabre everywhere!","20150101","Doig, James","Edited by","Fortune, Mary","Author","Muddock, J. E. P.","Author","","","WORLD","","","","7.50","BRL","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","WORLD","","EPUB"
"9781479459643","9781479459643","Mightiest Qornt","A Retief Tale","Wildside Press LLC","Wildside Press","20200620","20200620","","","","","FIC028000","FLC","","","","29","Sly, brave, and truculent, the Qornt held all humans in contempt—except one!","20200101","Laumer, Keith","Author","","","","","","","WORLD","","","","2.99","BRL","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","","","EPUB"
"9781479401925","9781479401581","Hollywood Heat","A Mystery Novel","Wildside Press LLC","Wildside Press","20140226","20140226","","","","","FIC022010 FIC022020 FIC022000 FIC022060","","","","eng","174","The year: 1956. The place: Los Angeles, California. When six-year-old Daisy Adler vanishes from her upscale Hollywood Hills home during a crowded New Year's Eve party, LAPD Detective Rusty Hallinan enters a case with more dangerous twists and turns than Mulholland Drive. Hallinan's life hits a bump or two of its own when he's dumped by his wife of eleven years, and falls hard for an enchanting young murder suspect half his age. But what's the connection between the suspect's murdered husband and a dying bar-room stripper? How does Ty the transvestite fit into the puzzle? And where has little Daisy gone--murdered, abducted, or killed by accident? A marvelously intricate historical mystery with an absolutely authentic setting!","20140101","Lees, Arlette","Author","","","","","","","WORLD","","","","3.99","USD","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","WORLD","","EPUB"
"9781479452958","","Witness to Murder","","Wildside Press LLC","Wildside Press","20200829","20200829","","","","Digital original","FIC022000","FFC","","","eng","72","Closing her curtains, June Merrill catches sight of a woman in the adjoining flats also preparing for bed. June sees her begin speaking to someone unseen then cower back in her bed.
June saw a man approach the woman on the bed, apparently demanding something to which the woman would not agree. Suddenly his arm rose, then slashed down, holding what looked like s scalpel. When he moved away, the woman lay dying, the sheets a red mass of blood.
Turning, the man saw June staring from the opposite apartment. With a chilling glare, he turned, and was gone. She instinctively knew he was coming to kill her because she had would be able to identify him as the murderer…","20200101","Firth, Norman","Author","","","","","","","WORLD","","","","2.99","BRL","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","","","EPUB"
"9781479443147","","False Start","","Wildside Press LLC","Wildside Press","20190424","20190424","","","","Digital original","FIC022000","FFC","","","eng","11","Nick Ramey, a gangster money handler, finds himself at the wrong end of a bellhop's gun...","20190101","Powell, Talmage","Author","","","","","","","WORLD","","","","7.79","NOK","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","","","EPUB"
"9781667623122","","The Wire Tappers","","Wildside Press LLC","Wildside Press","20230515","20230515","","","","Digital original","FIC022000","FFC","","","eng","110","mystery;crime.telegraph;theft;classic;golden age;historical","20230101","Stringer, Arthur","Author","","","","","","","WORLD","","","","0.99","USD","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","","","EPUB"
"9781479401758","","The Frances Hodgson Burnett MEGAPACK ®","40 Classic Works","Wildside Press LLC","Wildside Press","20140315","20140315","","","","Digital original","JUV000000 FIC004000 FIC009000","","","","eng","4885","The Frances Hodgson Burnett Megapack collects 40 classic works by the author of ""Little Lord Fauntleroy,"" ""A Little Princess,"" and ""The Secret Garden."" Almost 5,000 pages of great reading!
<P>THE SECRET GARDEN<BR>
LITTLE LORD FAUNTLEROY<BR>
A LITTLE PRINCESS<BR>
THE LOST PRINCE<BR>
A LADY OF QUALITY<BR>
HIS GRACE OF OSMONDE <BR>
THE LAND OF THE BLUE FLOWER <BR>
THE LITTLE HUNCHBACK ZIA <BR>
LITTLE SAINT ELIZABETH <BR>
THE STORY OF PRINCE FAIRYFOOT <BR>
THE PROUD LITTLE GRAIN OF WHEAT <BR>
BEHIND THE WHITE BRICK <BR>
LODUSKY  <BR>
MÈRE GIRAUDS LITTLE DAUGHTER <BR>
“LE MONSIEUR DE LA PETITE DAME”  <BR>
MY ROBIN <BR>
ONE DAY AT ARLE  <BR>
THE PRETTY SISTER OF JOSÉ  <BR>
RACKETTY-PACKETTY HOUSE <BR>
SARA CREWE <BR>
SETH <BR>
THE SHUTTLE  <BR>
SURLY TIM <BR>
THAT LASS O' LOWRIE'S  <BR>
THEO <BR>
T. TEMBAROM <BR>
VAGABONDIA <BR>
THE WHITE PEOPLE  <BR>
LOUISIANA <BR>
THE GOOD WOLF <BR>
BARTY CRUSOE AND HIS MAN SATURDAY <BR>
THE COZY LION <BR>
THE DAWN OF A TOMORROW <BR>
EMILY FOX-SETON <BR>
ESMERALDA <BR>
A FAIR BARBARIAN <BR>
THE HEAD OF THE HOUSE OF COOMBE <BR>
ROBIN <BR>
IN CONNECTION WITH THE DE WILLOUGHBY CLAIM <BR>
IN THE CLOSED ROOM<P>
If you enjoy this volume, don't forget to search your favorite ebook store for ""Wildside Megapack"" to see the 100+ entries in this best-selling series, including volumes of science fiction, fantasy, mystery, westerns, classics, young adult books, and much, much more! (Sort by publication date to see the most recent entries.)","20140101","Burnett, Frances Hodgson","Author","","","","","","","WORLD","","","","0.99","USD","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","WORLD","","EPUB"
"9781434437693","","Weird Tales #327","","Wildside Press LLC","Wildside Press","20111002","20111002","","","","","FIC009040 FIC009000 FIC009020","","","","eng","96","Weird Tales #325 (Fall 2001) features ""From Out of the Crocodile's Mouth,"" by Darrell Schweitzer; ""The Gravedigger's Apprentice,"" by Alvin Helms; ""Our Temporary Supervisor,"" by Thomas Ligotti; ""Where All Things Perish,"" by Tanith Lee; ""The Wizard of Ashes and Rain,"" by David Sandner, and more.","20010101","Schweitzer, Darrell","Author","Ligotti, Thomas","Author","Gallagher, Stephen","Author","","","WORLD","","","","2.99","USD","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","WORLD","","EPUB"
"9781434446336","9781434445575","The Corsican Brothers: A Play in Three Acts","","Wildside Press LLC","Wildside Press","20130506","20130506","","","","","DRA004000","","","","eng","176","This adaptation of the Alexandre Dumas tale tells the story of two brothers, born as Siamese twins, but separated not long after birth. They're raised by two different families, but are still able to ""feel"" the emotions of the other, even at a distance. On the island of Corsica they become entwined in the long-running feud between the Orlandi and the Colonnas--a dispute that had its beginnings in a dispute over the ownership of a chicken! Most of the two families have now been eliminated through the ongoing blood-feud, but the twins, unbeknownst to each other, are being manipulated to settle the fate of the two clans once and for all. The result is a stunning climax of swordplay and violence!","20130101","Morlock, Frank J.","Translated by","Dumas, Alexandre","Author","Grangé, Eugène","Author","","","WORLD","","","","4.99","USD","Library","01","RRP excluding tax","","","","","","","","","","","","","","","","WORLD","","EPUB"
